ID	STRING
10033	妓女：这里是个卖笑买快乐的地方，公子，你别不好意思……你是第一次来吧？
10034	妓女：别碍着我做生意！
10035	妓女：公子，来嘛，我来帮你揉揉肩，捶捶背，有我陪你，保证你快活似神仙……
10036	妓女：那些大家闺秀们瞧不起我们这些风尘女子，其实呀，她们是嫉妒，嫉妒我们可以自由自在想做什么就做什么！
10037	老鸨：公子，这儿可是扬州最热闹的地方，全江南最漂亮的姑娘都在这里了，没来过我翠红楼，就等于没来过扬州！多少达官贵人来这里一掷千金，为的就是求红颜一笑。
10038	老鸨：哎哟，哪有大姑娘逛青楼的？这里面是男人们开心的地方，姑娘你可不能进！
10039	酒楼老板：扬州这地界，有美景，有美女，怎么能没有美酒？客官要喝点什么酒？
10040	客栈老板：客官，你知道这儿为什么叫扬州吗？《尚书》有云“淮海维扬州”，因为咱们这儿“州界多水，水扬波”，所以叫“扬”州。没开客栈前，我也读过几年书呢！
10041	客栈小二：咱们老板待人和气，所以客栈的生意总是很好。
10042	杜老板：“茱萸湾上夕阳楼，梦里时时访旧游。少日题诗无恙否，绿杨城郭是扬州。”我本是扬州人，出外行商多年，这次回到家乡，才发现已经物是人非事事休了！
10043	陈嫂：我家大力没什么本事，就是挺老实，我要他向东，他不敢往西！
10044	史铁嘴：男人手如绵，身边有闲钱；妇人手如姜，财帛满仓箱。
10045	陈大力：这史铁嘴说得一点也没错，我老婆的手就像姜！昨天被她打了个巴掌，到现在还火辣辣的。
10046	乞丐：人人都说扬州好，但是对我们乞丐而言，哪儿不一样？花花世界，哪有我们乞丐的份！
10047	孙员外：是人都要吃盐，吃盐就离不开我们这些盐商，我做了十几年的盐道买卖，赚的钱三辈子都吃不完，哈哈哈！
10048	花灯郎：卖花灯罗！各式各样的花灯罗！吉祥灯，如意灯，添丁灯、富贵灯——买盏花灯回去玩吧？我这些花灯不仅漂亮，上面还有灯谜呢！
10049	乐清秋：我没有别的本事，只能靠买几幅字画养家糊口，唉！难怪人说，百无一用是书生啊……
10050	卖花女：先父是一个教书先生，奴家也读过几年书的。“卖花担上，买得一枝春欲放。”花虽好，无人欣赏，也会很快凋谢的……
10051	柳大爷：你可知道咱们扬州城最漂亮的地方是哪里？不是官老爷的宅第，而是那些盐商修的园子！那些园林的景色就跟画里面的一样，你想都想不到！
10052	柳大爷：全扬州最有钱的就是那些盐商了！
10053	宋婆婆：这都什么辰光了？思文怎么还不回来？该不会又去喝酒了吧？
10054	州州：今天先生罚我抄一百遍《三字经》，不知道什么时候才能抄完，真惨！
10055	囡囡：我最欢喜猜灯谜了。
10056	“水上一个铃，摇摇没有声，仔细看一看，满脸大眼睛”，是什么呢？——啊，对了！是莲蓬！
10057	“有头牛真奇怪，不拉犁不吃草，虽说它力气小，背着屋子到处跑。”是什么呢？——我猜出来了！是蜗牛！
10058	“石头一层又一层，圈圈路儿走不停，雷声隆隆无闪电，只见大雪落纷纷。”是什么呢？——难道是……对了，是石磨！
10059	任天涯：十载寒窗苦读，可是屡试不中，我已经心灰意冷了，也许我天生就不是考功名的料。
10060	任天涯：我还是去学一门手艺养活自己，老老实实做一个平头百姓算了。
10061	江一萧：任何姑娘都比不上她，在我的眼中，在我的心里，只有她一个。可是晓真为什么总对我不理不睬呢？
10062	江一萧：我虽然穷，可是我对晓真是真心实意的。
10063	宋思文：我是有酒万事足，我娘说，我早晚有一天会醉死在酒坛里。
10064	冼晓真：唉，老天既然给了我一副好容貌，又为什么让我出生贫家？难道我真的注定要一辈子过这种寒酸的生活？我真的好不甘心！
10065	游客：古人云：人生乐事，莫过于腰缠十万贯，骑鹤下扬州。这扬州可真是个抛金洒银的花花地儿！我是从北方来的，想不到这里的商肆如此繁华，待会我要在街上好好逛逛。
10066	船夫：咱们扬州是一个水乡，河多、桥多、舟多，那些有钱人要泛舟游览扬州，靠的就是我们这些船夫。
10067	船夫：没钱坐船你就走旱路吧！
10068	马贩子：是马是骡子，拉出来遛遛！瞧我的马，膘肥体壮，一日千里，就算你不是伯乐，也能看出这是好马吧？
10069	钱庄老板：在扬州这个地方，有钱就是大爷，没钱就是孙子！
10070	铁匠：你是一个侠客吗？我这儿有各式各样的兵刃，你喜欢哪一件？
10071	铁匠学徒：一日为徒，终生为徒。师傅说了，他没有儿子，百年之后，这间铁匠铺就是我的了。
10072	衙门卫兵：老爷又去吃花酒了，咱们却得在这儿当差，真不爽！
10073	衙门卫兵：待会换了班去哪里找乐子呢？
10074	药店老板：本店的药材货真价实，包治百病。
10075	杂货店老板娘：咱们扬州水路通衢，是南北货物集散之地，所以我这里的商品集东西南北之大全，应有尽有，要买点什么？
10076	嫖客：自古文人皆多情。唐人杜牧有诗曰“十年一觉扬州梦，赢得青楼薄幸名”，我只不过效法古人，倚红偎翠，不辜负这青春好时光罢了。
10077	嫖客：素闻扬州美女如云，今日一见，果然是名不虚传，能够温柔乡里走一遭，就是死，也值了！
10078	嫖客：这翠红楼最漂亮的姑娘叫昭昭，可惜此刻她已经被知府大人给包了，唉！真是一朵鲜花插在了牛粪上。
10079	嫖客：一下子看到这么多的美人儿，我真是三魂丢了七魄，不知选哪一个好！
10080	车夫：一辈子替人拉车，不知什么时候能够坐坐别人拉的车？要用车吗？
10081	车夫：没钱你就只有走路了。
10082	驿官：公文都送到了吗？
10083	驿官：我这还有需要送往凤翔的公文，你愿意送吗？
10084	驿官：我这还有需要送往成都的公文，你愿意送吗？
10085	驿官：如今战事频仍，公文繁多，驿站里送信的人手不够，你愿意帮忙送信吗？每次送信都是有酬银的。
10086	驿官：公文只要交给当地的驿官就可以了，请选择地点：
10087	镖局老板：咱们虽然是江湖中人，但是必须得巴结好官府，每年的孝敬可不能少，否则在这扬州城没法立足啊！
10088	狗官，记住！以后不准再欺压百姓，否则，天下英雄都不会放过你！
10089	襄阳守将：不敢了！我再也不敢了！
10090	襄阳府衙布告
10091	襄阳<——>宋金战场
10092	襄阳<——>武当派
10093	襄阳<——>伏牛山
10094	襄阳<——>扬州
10095	慈雨法师：相传当年汉光武帝刘秀兵败于叛贼王莽，来到此地狮子山顶，人困马乏，舌干口渴，寻井饮水，水黑难饮，正当刘秀为难之时，一条青龙脱龙而飞，井水由黑变白，后来乡人为了祭祀刘秀，修建了这座寺庙，取名“白水寺”。
10096	茶博士：自唐代起，我们湖北就不断出产名茶。如圻门团黄、荆州仙人茶、松滋碧涧茶、归州白茶、黄州松萝茶等，品种繁多，产量丰饶。
10097	茶博士：湖北虽然产茶极盛，但是茶农的日子却苦不堪言，这全是因为朝廷征收的茶税太过繁重所致。
10098	茶博士：茶农们忍受不了朝廷这种侵民渔利的行径，好多地方都已经拔茶种桑，不复产茶了。
10099	茶馆老板：现在世道不景气，喝茶的人越来越少，我这家茶馆的生意全靠街坊邻里照顾，否则早就关门大吉了。
10100	茶馆老板：您家要喝点么事茶？菊花茶还是茉莉茶？
10101	城门卫兵：当年岳将军曾从金人铁蹄下收复过襄阳，从那以后，襄阳就成了保卫大宋的战略要地，襄阳一失，大宋危殆啊。
10102	城门卫兵：我家就住在城南，可是我已经一个多月没有回去了。
10103	城门卫兵：天天不是站岗就是操练，真是累死人了！
10104	城门卫兵：这襄阳城是古来兵家必争之地，朝廷年年派重兵驻守与此，堪称南宋之咽喉。
10105	宠物店老板：我以前是个猎户，常常吃了上顿没下顿，现在开了这家宠物店，日子好过多了。
10106	宠物店老板：天上飞的，地上跑的，我这里么事宠物都有。
10107	当铺伙计：我们老板有个外号叫做“铁公鸡”，他宁可把银子带进棺材里，也不肯拿出一点来接济接济活人。
10108	当铺老板：本当铺的规矩，“朝借一斗谷，夕还一斗珠”。
10109	当铺老板：全襄阳城就我这一家当铺，你不在我这当，还能去哪里呀？嘿嘿嘿嘿……
10110	赌场打手：喂！你搞么事沙？冇得事就走远些！
10111	赌场打手：老子在这襄阳城也算是一霸，所谓强龙不压地头蛇，不管你是哪个，都莫在老子的眼皮下惹事！
10112	赌场老板：喜欢玩么事？掷骰子、推牌九、打天九、摇宝还是开宝？
10113	赌徒：也不知搞么名堂，老子今天老是输钱，真是见了鬼！
10114	赌徒：快活一天算一天，等金人攻了来，想玩都冇得玩的了。
10115	估价先生：咳咳……咳咳……我已经病了三天，本来想告假去看看大夫，哪晓得老板硬是不准，说是如果请假就要扣我的月钱。
10116	估价先生：我一个月就赚那么几吊钱，如果再扣掉，我全家老小不得喝西北风？
10117	妓女：来我们这里的不是一些官老爷就是一些当兵的，很少见到像公子这么斯文的人。
10118	妓女：你是哪家的姊妹？
10119	妓女：公子，莫不好意思，来这里的人都是为了找乐子，让我陪你喝杯酒解解闷，好不好？
10120	妓女：冇得事莫碍着老娘作生意！
10121	妓女：昨天我因为得罪了一个醉酒的客人，又被妈妈狠狠打了一顿，这样的日子我再也熬不下去了，还不如一死了之。
10122	妓女：公子，你莫要瞧不起我们。我们是因为这辈子投错了胎，所以只能吃这碗笑脸饭。下辈子如果投生一个红袍大将军，我们也保家为国去。
10123	妓女：这里可不是姑娘伢该来的地方……
10124	老鸨：我的小哥哥，我们这里的姑娘伢个个清爽得很，进来玩下子沙！
10125	老鸨：老娘我这里不欢迎女客！
10126	酒楼老板：咱们襄阳乃是古来兵家必争之地，朝廷年年派重兵驻守与此，因此有“南宋咽喉”之称。
10127	酒楼老板：襄阳驻军喝的酒都是本店半价提供的，虽然咱们不能上战场，但是能尽一点绵薄之力也是好的。
10128	客栈老板：总算来了个客人！要住店吗？
10129	姚嘉：可惜我是个姑娘伢，如果我是个儿子伢，我也去上战场杀敌。
10130	段秀才：我在襄阳有一个指腹为婚的表妹，我是特地来看她的。
10131	段秀才：我的表妹姓姚名嘉，我只知道她的姓名，从来没有见过她。
10132	段秀才：不知表妹长的什么样子？我不敢指望她有西子之貌，只求她长得不像钟无艳就好了。
10133	何老板：金人倘若南侵，首先要攻陷的恐怕就是襄阳，可惜襄阳的守将是个大草包。
10134	游客：听说襄阳之所以能够屡次抵抗住金兵的进攻，除了全城军民同心协力以外，还得益于坚固的城墙。
10135	游客：襄阳城墙始建于汉，城高8米，周长6公里，四面六门，四角都有角楼。登上小北门城楼，可以北眺汉水、南望岘山，战场烽火，一览无余。
10136	贾神算：我贾神算料事如神，算无一失。你要算么事？
10137	你是要问姻缘、运途、功名、诉讼，还是问财运、寻人或是失物？
10138	你是要卜卦、抽笺、测字，还是手相、面相，或者紫微斗数的推算，本大师保证让你满意，通通都是一文钱……起。
10139	嘿嘿，具体花多少银子，那就要看你想算到什么程度，想算多准喽！
10140	乞丐：我虽然是个乞丐，但是也想有朝一日能够上场杀敌，做一个大英雄、大豪杰！可惜朝廷的军队不收我。
10141	郭员外：我已经将全部家产都捐给了朝廷，国家有难，匹夫有责，我只不过是尽自己一点薄力罢了，和那些战死沙场的战士相比，这根本不算什么。
10142	耿老头：又嫩又脆的大头菜，既可以下酒，又可以下饭，又好吃又便宜的大头菜！
10143	耿老头：这大头菜是咱们襄阳的特产，又叫“诸葛亮菜”，据说是当年诸葛孔明先生专门为行军作战的将士们发明的食品。
10144	耿老头：莫看这大头菜长得土头土脑、其貌不扬，咱们襄阳的老百姓可顿顿饭都离不了它！
10145	冯胖子：今天早上刚杀的猪，不晓得几新鲜！看，几好的排骨，买点回去煨汤喝吧！
10146	瓜贩：红心沙瓤大西瓜，不甜不要钱啊！
10147	范爹爹：我老伴三十年前就去世啦，这三十年来，我是又当爹来又当妈，总算拉扯大了一双儿女。
10148	范爹爹：如今世道不好，兵荒马乱，我吃了一辈子苦，到头来也不求别的，只求儿女都平平安安。
10149	范爹爹：我说么事都不会让大强去参军。
10150	龚老太：我晓得阿牛不想一辈子呆在屋里，他想出去闯天下，唉，都是我这把老骨头拖累了他呀。
10151	小邓子：我已经吃了一个礼拜的红薯稀饭，如果能够吃上一顿大米饭，不晓得有几好。
10152	姚姚：你有冇看到我姐姐？她个子蛮高，长得可漂亮啦！
10153	陶侃：想当年，宋金大战，襄阳沦陷，多亏岳元帅从金人铁蹄下收复了这个城市，否则我们都会沦为亡国奴，可惜的是岳元帅已经不在了！
10154	龚阿牛：出了城，往北走，不远就是武当山。
10155	龚阿牛：听说武当派的掌门是个得道真人，不晓得是不是得道了就能够长生不老。
10156	龚阿牛：要不是屋里有八十岁老娘，我早就上武当山拜师学艺去了。
10157	范大强：人活一世，草活一春，我想到战场上去为国杀敌，也算冇白活这一场，可是我爹说么事也不让我去。
10158	邓家嫂子：屋里已经快揭不开锅了，小伢天天叫饿，我这个做娘的见了真是心疼。
10159	邓家嫂子：屋里已经快揭不开锅了，小伢天天叫饿，我这个做娘的见了真是心疼。
10160	大嫂，这里有一千两银子，你快拿着，只要有我们武当弟子在，你们以后就不会再挨饿受冻了！
10161	邓家嫂子：哎呀，我真是遇到活菩萨啦，我不是在做梦吧？现在还有这样的好人！
10162	邓家嫂子：武当山上的那些大侠真是我们穷苦人家的救命活菩萨啊，要不是他们常常接济，我们母子早就饿死了！
10163	玩家：糟糕，那一千两银子被我用了，这可如何是好？我得再去筹点银子
10164	范二春：邓嫂子屋里太困难了，我等下给她们家送一袋大米去，先救救急。
10165	范二春：大家都是街坊，互相帮忙是应该的。
10166	船夫：我们这些船工祖祖辈辈都在长江上荡划子，别看我这划子小，坐四五个人冇得问题！
10167	船夫：没钱坐船你就走旱路吧！
10168	船夫：我们一家的生计全靠这渔划子，有客人过江的时候就载客，冇得客人的时候就捕鱼，就算这样，也只能勉强糊口。
10169	船夫：我还指望这渔划子养家糊口呢，哪能免费送你过江！
10170	马贩子：就算是千里马，也要有伯乐才行，可惜世上之人多以貌取物，真假不分，是非不明，可笑啊可笑！
10171	钱庄老板：做生意的人，当然是钱赚得越多越好啦，天下有哪个会嫌钱多呢？
10172	钱庄老板：么斯都是假的，只有真金白银是真的。
10173	如今前线战事日紧，官兵军械不足，您能不能尽快赶制一批送往前线？
10174	铁匠：不瞒你说，我这段时间一直都在日夜赶制，但是因为数量巨大，所以矿石的库存已经不够用了，磁铁矿、亮银矿和赤铜矿都已经用完了，你能不能想办法帮我弄到这些矿石？
10175	希望这些矿石能够打造出最好的兵器，帮助士兵们抵御外敌入侵。
10176	铁匠：大家众志成城，一定可以赶走那些豺狼虎豹！
10177	铁匠：巧妇难为无米之炊，没有矿石，我也没有办法啊！不如你先挑挑已经打造好的兵器？
10178	铁匠：我这里专门为驻军打造兵器，前几日守将程大人刚刚下令要打造一百把刀，真是把我忙死了。要买么事武器，你自己随便挑吧。
10179	衙门卫兵：喂！小子，你探头探脑的，搞么斯呀？难道你是金人的奸细？
10180	衙门卫兵：大人有令，闲杂人等一律不见！
10181	如今前线战场瘟疫蔓延，请问有什么好办法呢？
10182	药店老板：治疗瘟疫需要五种药材：当归、合欢、玄参、防己、朱砂。只要找齐这五种药材，制成药丸，就可以抑制瘟疫。
10183	我已经找齐治疗瘟疫的药材，请您赶快制成药丸，交给官府，送往军营。
10184	药店老板：国家兴亡，匹夫有责，您家放心，我一定尽快赶制一匹药丸送往前线。
10185	药店老板：抑制瘟疫所需的五种药材，缺一不可。您家要不要先买点别的药？
10186	药店老板：我这里治疗各种打伤、跌伤、撞伤、割伤、烫伤、烧伤的药比别处都齐全，您家要买么事药？
10187	老板，你能帮我修补好这件道袍吗？
10188	杂货店老板：这是天蚕道袍，冇得天蚕丝可修补不好。
10189	杂货店老板：您家要买点么事？是吃的，穿的，还是用的？
10190	杂货店老板：您家要买点么事？是吃的，穿的，还是用的？
10191	老板，你能帮我修补好这件道袍吗？
10192	杂货店老板：冇得问题，不过需要一百两银子。
10193	杂货店老板：等凑够了银子再来找我吧，先看看其它的东西。
10194	杂货店老板：您家要买点么事？是吃的，穿的，还是用的？
10195	嫖客：这采春园的姑娘伢真是不错，一个个又白又嫩，真是叫人疼。
10196	嫖客：来这里寻开心的都是一些当官做生意的，普通老百姓连饭都吃不饱，哪还有闲钱来这里玩？
10197	嫖客：我是第一次来，那些花花绿绿的姑娘伢，看得我都花了眼。
10198	车夫：您家要去哪里？坐我的车吧，保管又快捷又便宜。
10199	车夫：没钱你就只有走路了。
10200	驿官：公文都送到了吗？
10201	驿官：我这还有需要送往成都的公文，你愿意送吗？
10202	驿官：我这还有需要送往凤翔的公文，你愿意送吗？
10203	驿官：如今战事频仍，公文繁多，驿站里送信的人手不够，你愿意帮忙送信吗？每次送信都是有酬银的。
10204	驿官：公文只要交给当地的驿官就可以了，请选择地点：
10205	镖头：我们威武镖局在湘鄂一带可是大大有名，黑道白道朋友不少，连官府也常常有求于我们，嘿嘿！只要油水厚，什么红货我们都敢接！
10206	道一真人：武学有道，步上正道，方能有所大成，倘若误入歧途，无异于南辕北辙。
10207	道一真人：你读熟《道德经》了吗？
10208	道一真人：为人切不可锋芒必露，韬光养晦，方能厚积薄发，细水常流。
10209	道一真人：润娘的事你不要对旁人谈起，记住了吗？
10210	道一真人：你拿齐三个宝箱里的宝物了吗？
10211	道一真人：你虽已出师，为师仍有几句话相赠：对于习武之人，武道固然重要，武德更需用心修养。武德不佳者，终不能达到武学真境，望你好自为之。
10212	道一真人：凡我武当弟子，都应熟读《道德经》。你先去好好请教一下叶继美师叔，读熟《道德经》后再来。
10213	道一真人：记熟了吗？为师要考考你，听清楚了--《道德经》第1章的开篇第一句话是什么？
10214	道一真人：下一个问题：“大象无形”的“大象”是指的什么？
10215	道一真人：最后一个问题：“知人者智，自知者明”的后面一句是什么？
10216	道一真人：不错不错。
10217	道一真人：很好。
10218	道一真人：看来你的确下了一番功夫，很好。
10219	道一真人：看来你没有下苦功啊，读熟了《道德经》以后再来吧。
10220	道一真人：为人切不可锋芒必露，韬光养晦，方能厚积薄发，细水常流。
10221	师父，弟子代周师兄去了一趟伏牛山，把信交给了润娘，这是她的回信。
10222	道一真人：原来如此……这件事情你不要对旁人谈起，记住了吗？
10223	道一真人：在后山太子岩上有三个宝箱，每个宝箱都用一道符咒封印着，如果你能完成符咒上面注明的任务，就可以打开宝箱，宝箱里藏有本派的三件宝物，能够取得宝物者方能出师。
10224	道一真人：必须要拿齐三个宝箱里的宝物。
10225	道一真人：也好，那你就在武当多学艺一段时日吧。
10226	道一真人：能够忧天下之忧者，方当得起一个“侠”字。如今正逢乱世，瘟疫、战乱、暴政，百姓苦不堪言，倘若你能以天下为念，以所学技艺造福百姓，为师也就老怀欣慰了。
10227	恭喜你艺成出师！你已被封为武当派的玄武神侍，从今以后可以自由行走江湖啦！你可以选择加入别的门派继续学艺，也可以去创建帮会扩展自己的江湖势力，又或者做一个独行剑客也不错啊！剑侠江湖，天高海阔，希望你能大展拳脚，一展鸿图！
10228	道一真人：你拿齐三个宝箱里的宝物了吗？
10229	武当山
10230	武当山<——>襄阳
10231	禹迹池
10232	华衡：本派弟子皆擅长使剑，看看有没有适合你用的宝剑——
10233	明月：这些药丸都是用武当山上土生土长的草药制成的，既能止血疗伤，又能强身健体。
10234	玉树：轻便飘逸的衣衫谁会不喜欢？挑一件吧？
10235	周云泉：我自幼在武当山上学艺，将全部精力都放在了武功的修练上，从未想过娶妻生子，如今已过而立之年，心中也不禁有些惆怅。
10236	周云泉：信送到了吗？
10237	周云泉：师父和那个润娘的恩怨，我略有所闻，只是师父似乎不愿多提，我们做弟子的也就不好多问。
10238	周云泉：咱们能够同门学艺，即是有缘，有缘之人，日后自会相见，望多多保重！
10239	周云泉：你能帮我一个忙吗？掌门要我把这封信送给伏牛山上一个叫润娘的人，不巧我突然有点急事，你能替我送一下信吗？
10240	周云泉：多谢了！
10241	周云泉：那我找别人帮忙吧。
10242	周云泉：信送到了吗？
10243	周师兄，信我已经替你送到，这是润娘的回信。
10244	周云泉：辛苦你了，这封回信你去交给掌门吧！
10245	叶继美：不识《道德经》，怎做武当弟子？
10246	叶继美：今日有读《道德经》吗？
10247	叶继美：我像你这么年轻的时候，也是雄心万丈，如今方知天外有天，人外有人。你虽是本派的出师弟子，但也不要小瞧了旁人，满遭损，谦受益，自古皆然。
10248	叶继美：《道德经》乃道教祖师老子所著，上篇道经共三十七章，下篇德经共四十四章。《道德经》的内容博大精深，不是一时间能够领悟的，你先记熟其中的五章吧。
10249	叶继美：道可道，非常道；名可名，非常名。
10250	叶继美：人法地，地法天，天法道，道法自然。
10251	叶继美：知人者智，自知者明；胜人者有力，自胜者强。
10252	叶继美：大方无隅，大器晚成，大音希声，大象无形。
10253	叶继美：道生一，一生二，二生三，三生万物。
10254	叶继美：记熟了吗？
10255	叶继美：道可道，非常道；名可名，非常名。
10256	叶继美：人法地，地法天，天法道，道法自然。
10257	叶继美：知人者智，自知者明；胜人者有力，自胜者强。
10258	叶继美：大方无隅，大器晚成，大音希声，大象无形。
10259	叶继美：道生一，一生二，二生三，三生万物。
10260	小道士清风：武当山北通秦岭，南接巴山，连绵起伏，纵横百里，七十二峰，山势各异，雄奇俊伟，每年来这里游玩的人可多啦！本山供奉的是道家最高尊神真武大帝，“非真武不足以当此山”，因此叫做武当山。
10261	小道士清风：如果找不回木桶，打不了水，回去一定会被师兄责骂的。
10262	小道士清风：天天都要我在这里打水，还说是修行，真是没劲透了，你有空就来陪我说说话，好吗？
10263	小道士清风：你真有本事！唉，我什么时候才能出师呢？
10264	小道士清风：你是上山来游玩的吗？如果想拜师学艺，以你的根基，好像不太适合练本派的功夫。
10265	小道士清风：原来是昆仑派的大侠啊，久仰久仰！
10266	小道士清风：我刚才打水的时候不小心将桶绳弄断了，结果木桶掉进了井里，打不了水，回去一定会被师兄责骂的。你愿意帮我取回水桶吗？
10267	小道士清风：你真好！木桶就掉在那个井里。
10268	小道士清风：那我找别人帮忙吧。
10269	小道士清风：找到木桶了吗？
10270	小道士清风：谢谢你帮我捡回木桶！看你的样子不像是本地人，你来武当山是为了拜师学艺，还是为了游玩啊？
10271	小道士清风：哈哈哈，那你找我就对了，我在这里站了好久，你是少数几个愿意帮我捡回木桶的人，你已经通过了本派的入门考验啦！
10272	小道士清风：原来你也是来玩儿的啊？我给你介绍介绍武当山吧！武当山北通秦岭，南接巴山，连绵起伏，纵横百里，七十二峰，山势各异，雄奇俊伟，每年来这里游玩的人可多啦！本山供奉的是道家最高尊神真武大帝，“非真武不足以当此山”，因此叫做武当山。
10273	徐岱岳：武学之道，没有难不难，只有懒不懒。天资再好，不勤加练习，也不会成为一流高手。
10274	徐岱岳：你采到五株画眉草了吗？剩下的时间可不多了，你要抓紧啊！
10275	徐岱岳：本派武功十分注重内在的修为，再厉害的招式，没有精纯的内功做底子，也发挥不了其真正的威力。
10276	徐岱岳：“宝剑锋从磨砺出 梅花香自苦寒来”，想成为高手，就必须付出比别人更多的汗水。
10277	徐岱岳：你在武当学艺也有些时日了，我想考考你的武功，看看是否有所进境。
10278	具体方法是要你在规定时间里，到伏牛山上采回五株画眉草，如果超过规定时间或者采的数目不够，都算失败。
10279	徐岱岳：你有信心接受这次考核吗？
10280	徐岱岳：很好，从此刻开始计时，你要在十个时辰里内采回五株画眉草，去吧。
10281	徐岱岳：那你可要勤加练习了！
10282	徐岱岳：你已经超过时间了，真让我失望啊，你平时是不是偷懒啦？拳不离手，曲不离口，一定要勤加练习才行！什么时候准备好了，可以再来找我。
10283	徐岱岳：你采到五株画眉草了吗？剩下的时间可不多了，你要抓紧啊！
10284	徐岱岳：你已经超过时间了，真让我失望啊，你平时是不是偷懒啦？拳不离手，曲不离口，一定要勤加练习才行！什么时候准备好了，可以再来找我。
10285	徐岱岳：看来你的武功果然精进神速啊，可喜可贺！
10286	徐岱岳：你采的画眉草数目不够，剩下的时间可不多了，你要抓紧啊！
10287	徐岱岳：你采到画眉草了吗？
10288	单思南：天下纷乱，虎狼成群，怜我世人，忧患实多！我等学武之人，若不能以一己之长，救百姓于水火，岂不愧对“侠义”二字！
10289	单思南：记住要将所得的银两全部捐给襄阳城中穷苦的老百姓。
10290	单思南：我平生最喜结交那些有情有义之人，大家一起畅游江湖、行侠仗义，岂不快哉？
10291	单思南：人生之事，原本聚少离多，也不必太过伤感。天下之大，何处不能有所作为？还望多多保重！
10292	单思南：本派弟子以侠义行走天下，身为武当弟子，理应日行一善。最近伏牛山附近出现了一些强盗，专门抢劫来往的商旅，你愿意去为民除害吗？
10293	单思南：很好，不过要记住，所得的银两要全部捐给襄阳城中穷苦的老百姓。
10294	单思南：除暴安良乃我等习武之人义不容辞的责任，你何故推脱？
10295	单思南：你已经将所得银两都送给老百姓了吗？做得很好！侠骨丹心，方不愧为武当弟子本色！
10296	姚石门：师父待我恩重如山，就像是我的再生父母一样。
10297	姚石门：找到天蚕道袍了吗？
10298	姚石门：我越来越觉得师父他老人家的武功深不可测，我这辈子也学不完。
10299	姚石门：师父常说“海纳百川，有容则大；壁立千韧，无欲则刚”，我就把这句话送给你吧！
10300	姚石门：我自幼被师父收养，师父育我成人，教我武功，对我恩重如山。
10301	再过几日就是师父的八十华诞，我花了全部积蓄在襄阳城的杂货店里买了一件名贵的天蚕道袍，原本打算送给师父，给他老人家一个惊喜，可是没想到竟在后山把道袍给弄丢了。
10302	姚石门：我都快急死了！你能不能帮我一起找？
10303	姚石门：太好了，谢谢你，我记得好像是在后山弄丢的。
10304	姚石门：那我只有自己找了。
10305	姚石门：找到天蚕道袍了吗？
